Date,Time,Character Name,Race,Ork Leader,Trolls Killed,Orks Killed,Miles Walked,Wingwraith Seen, Songs Sung, Dinner, Drink, data point, injured name , injured race, money, data
6/27/2015,11:55:0,Gimli,Dwarf,Gothmog,6,8,2,7,9,Cram,Limpë,Point 001499,Aragorn (Strider),Human,39.2,1499
6/27/2015,15:12:53,Aragorn (Strider),Human,Lugdush,5,10,2,7,9,Lembas,Limpë,Point 001500,Aragorn (Strider),Human,86.52,1500
6/27/2015,13:9:40,Boromir, Human,Guritz,13,2,2,6,9,Petty-dwarf roots,Limpë,Point 001501,Aragorn (Strider),Human,83.01,1501
6/27/2015,21:50:27,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,2,13,2,5,0,Honey-cake,Limpë,Point 001502,Aragorn (Strider),Human,93.59,1502
6/27/2015,6:59:54,Peregrin "Pippin" Took,Hobbit,Sharku,12,5,2,2,9,Cram,Miruvor,Point 001503,Aragorn (Strider),Human,7.09,1503
6/28/2015,0:38:46,Frodo Baggins,Hobbit,Lurtz,10,12,5,7,7,Cram,Ent-draught,Point 001504,Frodo Baggins,Hobbit,47.62,1504
6/28/2015,13:26:12,Samwise "Sam" Gamgee,Hobbit,Gothmog,6,9,5,6,7,Lembas,Limpë,Point 001505,Frodo Baggins,Hobbit,51.99,1505
6/28/2015,20:46:19,Gandalf the Grey,Human,Lugdush,13,3,5,1,8,Petty-dwarf roots,Limpë,Point 001506,Frodo Baggins,Hobbit,31.7,1506
6/28/2015,6:43:58,Legolas,Elf,Shagrat,6,2,5,7,4,Honey-cake,Ent-draught,Point 001507,Frodo Baggins,Hobbit,23.0,1507
6/28/2015,2:7:43,Gimli,Dwarf,Murgash,5,1,5,0,8,Honey-cake,Miruvor,Point 001508,Frodo Baggins,Hobbit,12.52,1508
6/28/2015,2:46:50,Aragorn (Strider),Human,Snaga,1,8,5,3,2,Honey-cake,Limpë,Point 001509,Frodo Baggins,Hobbit,63.6,1509
6/28/2015,9:11:21,Boromir, Human,Sharku,2,2,5,6,6,Lembas,Limpë,Point 001510,Frodo Baggins,Hobbit,42.81,1510
6/28/2015,0:25:59,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,2,14,5,8,3,Petty-dwarf roots,Ent-draught,Point 001511,Frodo Baggins,Hobbit,92.0,1511
6/28/2015,9:40:47,Peregrin "Pippin" Took,Hobbit,Grishnákh,12,9,5,0,7,Petty-dwarf roots,Miruvor,Point 001512,Frodo Baggins,Hobbit,7.99,1512
7/1/2015,8:16:38,Frodo Baggins,Hobbit,Gorbag,8,1,4,4,1,Honey-cake,Limpë,Point 001513,Gandalf the Grey,Human,24.11,1513
7/1/2015,0:2:6,Samwise "Sam" Gamgee,Hobbit,Lurtz,14,4,4,4,6,Honey-cake,Ent-draught,Point 001514,Gandalf the Grey,Human,71.8,1514
7/1/2015,4:59:37,Gandalf the Grey,Human,Lurtz,6,13,4,1,1,Lembas,Ent-draught,Point 001515,Gandalf the Grey,Human,38.71,1515
7/1/2015,1:51:2,Legolas,Elf,Mauhúr,7,4,4,3,0,Cram,Ent-draught,Point 001516,Gandalf the Grey,Human,65.75,1516
7/1/2015,16:46:19,Gimli,Dwarf,Sharku,14,8,4,0,0,Cram,Limpë,Point 001517,Gandalf the Grey,Human,93.94,1517
7/1/2015,3:56:45,Aragorn (Strider),Human,Mauhúr,2,9,4,6,9,Petty-dwarf roots,Limpë,Point 001518,Gandalf the Grey,Human,8.2,1518
7/1/2015,20:10:45,Boromir, Human,Lurtz,11,12,4,3,7,Petty-dwarf roots,Miruvor,Point 001519,Gandalf the Grey,Human,40.13,1519
7/1/2015,13:32:7,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,5,2,4,3,4,Petty-dwarf roots,Miruvor,Point 001520,Gandalf the Grey,Human,14.69,1520
7/1/2015,4:21:11,Peregrin "Pippin" Took,Hobbit,Guritz,6,2,4,5,7,Honey-cake,Ent-draught,Point 001521,Gandalf the Grey,Human,5.32,1521
7/2/2015,15:5:30,Frodo Baggins,Hobbit,Gorbag,1,7,4,4,8,Lembas,Ent-draught,Point 001522,Gimli,Dwarf,5.75,1522
7/2/2015,4:30:14,Samwise "Sam" Gamgee,Hobbit,Murgash,10,10,4,2,3,Honey-cake,Miruvor,Point 001523,Gimli,Dwarf,64.73,1523
7/2/2015,0:11:20,Gandalf the Grey,Human,Guritz,14,3,4,2,1,Petty-dwarf roots,Miruvor,Point 001524,Gimli,Dwarf,49.43,1524
7/2/2015,20:55:8,Legolas,Elf,Lurtz,7,2,4,5,2,Petty-dwarf roots,Miruvor,Point 001525,Gimli,Dwarf,76.62,1525
7/2/2015,2:45:52,Gimli,Dwarf,Guritz,4,14,4,0,7,Cram,Ent-draught,Point 001526,Gimli,Dwarf,73.63,1526
7/2/2015,10:43:4,Aragorn (Strider),Human,Lugdush,9,1,4,2,7,Cram,Ent-draught,Point 001527,Gimli,Dwarf,56.59,1527
7/2/2015,16:21:25,Boromir, Human,Grishnákh,1,6,4,4,0,Petty-dwarf roots,Limpë,Point 001528,Gimli,Dwarf,23.58,1528
7/2/2015,21:6:13,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,4,1,4,8,5,Cram,Limpë,Point 001529,Gimli,Dwarf,39.32,1529
7/2/2015,17:50:37,Peregrin "Pippin" Took,Hobbit,Murgash,0,11,4,4,3,Cram,Limpë,Point 001530,Gimli,Dwarf,23.31,1530
7/3/2015,0:48:7,Frodo Baggins,Hobbit,Lugdush,6,0,2,4,3,Petty-dwarf roots,Miruvor,Point 001531,Legolas,Elf,44.28,1531
7/3/2015,3:23:54,Samwise "Sam" Gamgee,Hobbit,Snaga,12,13,2,6,0,Lembas,Miruvor,Point 001532,Legolas,Elf,73.86,1532
7/3/2015,18:56:16,Gandalf the Grey,Human,Guritz,13,8,2,6,8,Lembas,Miruvor,Point 001533,Legolas,Elf,34.36,1533
7/3/2015,0:18:41,Legolas,Elf,Guritz,8,4,2,7,0,Honey-cake,Miruvor,Point 001534,Legolas,Elf,83.43,1534
7/3/2015,3:4:2,Gimli,Dwarf,Lurtz,12,4,2,0,9,Honey-cake,Miruvor,Point 001535,Legolas,Elf,18.4,1535
7/3/2015,20:13:58,Aragorn (Strider),Human,Shagrat,3,9,2,0,0,Petty-dwarf roots,Ent-draught,Point 001536,Legolas,Elf,7.93,1536
7/3/2015,9:36:41,Boromir, Human,Sharku,10,13,2,1,5,Lembas,Limpë,Point 001537,Legolas,Elf,72.61,1537
7/3/2015,13:1:28,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,2,9,2,0,0,Honey-cake,Limpë,Point 001538,Legolas,Elf,93.03,1538
7/3/2015,19:19:30,Peregrin "Pippin" Took,Hobbit,Gorbag,8,0,2,1,6,Lembas,Miruvor,Point 001539,Legolas,Elf,15.19,1539
7/4/2015,0:13:15,Frodo Baggins,Hobbit,Guritz,6,4,5,8,2,Petty-dwarf roots,Limpë,Point 001540,Gandalf the Grey,Human,97.09,1540
7/4/2015,15:11:30,Samwise "Sam" Gamgee,Hobbit,Grishnákh,8,1,5,7,1,Cram,Miruvor,Point 001541,Gandalf the Grey,Human,2.16,1541
7/4/2015,21:44:36,Gandalf the Grey,Human,Gothmog,11,9,5,0,3,Lembas,Miruvor,Point 001542,Gandalf the Grey,Human,17.67,1542
7/4/2015,21:52:11,Legolas,Elf,Gothmog,8,8,5,8,9,Petty-dwarf roots,Limpë,Point 001543,Gandalf the Grey,Human,54.1,1543
7/4/2015,20:40:13,Gimli,Dwarf,Sharku,8,2,5,3,3,Lembas,Ent-draught,Point 001544,Gandalf the Grey,Human,63.15,1544
7/4/2015,10:56:29,Aragorn (Strider),Human,Lurtz,9,9,5,2,0,Honey-cake,Limpë,Point 001545,Gandalf the Grey,Human,84.24,1545
7/4/2015,14:12:52,Boromir, Human,Snaga,8,11,5,0,9,Petty-dwarf roots,Limpë,Point 001546,Gandalf the Grey,Human,59.77,1546
7/4/2015,10:31:37,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,0,4,5,6,9,Lembas,Miruvor,Point 001547,Gandalf the Grey,Human,2.56,1547
7/4/2015,22:8:1,Peregrin "Pippin" Took,Hobbit,Guritz,0,2,5,6,5,Lembas,Ent-draught,Point 001548,Gandalf the Grey,Human,27.24,1548
7/5/2015,7:8:12,Frodo Baggins,Hobbit,Shagrat,10,1,3,4,6,Lembas,Limpë,Point 001549,Meriadoc "Merry" Brandybuck,Hobbit,59.38,1549
7/5/2015,18:5:45,Samwise "Sam" Gamgee,Hobbit,Shagrat,2,9,3,4,8,Petty-dwarf roots,Ent-draught,Point 001550,Meriadoc "Merry" Brandybuck,Hobbit,11.03,1550
7/5/2015,12:16:55,Gandalf the Grey,Human,Gorbag,2,11,3,0,9,Petty-dwarf roots,Miruvor,Point 001551,Meriadoc "Merry" Brandybuck,Hobbit,51.67,1551
7/5/2015,13:24:56,Legolas,Elf,Lurtz,13,12,3,8,5,Lembas,Ent-draught,Point 001552,Meriadoc "Merry" Brandybuck,Hobbit,50.49,1552
7/5/2015,10:8:35,Gimli,Dwarf,Gothmog,0,6,3,3,6,Honey-cake,Limpë,Point 001553,Meriadoc "Merry" Brandybuck,Hobbit,77.24,1553
7/5/2015,3:16:40,Aragorn (Strider),Human,Sharku,4,13,3,3,4,Honey-cake,Miruvor,Point 001554,Meriadoc "Merry" Brandybuck,Hobbit,32.0,1554
7/5/2015,7:3:6,Boromir, Human,Sharku,13,14,3,4,3,Petty-dwarf roots,Miruvor,Point 001555,Meriadoc "Merry" Brandybuck,Hobbit,20.74,1555
7/5/2015,18:24:38,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,12,0,3,2,9,Lembas,Miruvor,Point 001556,Meriadoc "Merry" Brandybuck,Hobbit,54.54,1556
7/5/2015,22:56:18,Peregrin "Pippin" Took,Hobbit,Gorbag,8,14,3,1,5,Lembas,Ent-draught,Point 001557,Meriadoc "Merry" Brandybuck,Hobbit,17.24,1557
7/6/2015,7:52:57,Frodo Baggins,Hobbit,Gorbag,1,6,1,8,2,Lembas,Ent-draught,Point 001558,Gandalf the Grey,Human,11.97,1558
7/6/2015,18:43:48,Samwise "Sam" Gamgee,Hobbit,Lugdush,1,13,1,5,5,Honey-cake,Miruvor,Point 001559,Gandalf the Grey,Human,0.44,1559
7/6/2015,16:40:43,Gandalf the Grey,Human,Gothmog,3,2,1,2,7,Lembas,Ent-draught,Point 001560,Gandalf the Grey,Human,66.89,1560
7/6/2015,13:5:12,Legolas,Elf,Mauhúr,3,2,1,0,7,Lembas,Ent-draught,Point 001561,Gandalf the Grey,Human,95.62,1561
7/6/2015,18:42:17,Gimli,Dwarf,Gorbag,6,14,1,1,5,Cram,Ent-draught,Point 001562,Gandalf the Grey,Human,29.61,1562
7/6/2015,20:29:12,Aragorn (Strider),Human,Mauhúr,12,12,1,4,4,Honey-cake,Limpë,Point 001563,Gandalf the Grey,Human,87.77,1563
7/6/2015,13:46:9,Boromir, Human,Sharku,1,10,1,0,1,Lembas,Miruvor,Point 001564,Gandalf the Grey,Human,3.16,1564
7/6/2015,19:28:4,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,4,7,1,7,7,Cram,Ent-draught,Point 001565,Gandalf the Grey,Human,9.21,1565
7/6/2015,8:27:16,Peregrin "Pippin" Took,Hobbit,Gothmog,5,14,1,1,4,Cram,Miruvor,Point 001566,Gandalf the Grey,Human,66.4,1566
7/7/2015,0:58:25,Frodo Baggins,Hobbit,Gothmog,11,2,2,6,7,Honey-cake,Ent-draught,Point 001567,Gimli,Dwarf,97.53,1567
7/7/2015,2:13:12,Samwise "Sam" Gamgee,Hobbit,Gorbag,9,13,2,2,7,Honey-cake,Miruvor,Point 001568,Gimli,Dwarf,95.81,1568
7/7/2015,9:9:49,Gandalf the Grey,Human,Snaga,9,11,2,4,7,Petty-dwarf roots,Limpë,Point 001569,Gimli,Dwarf,18.44,1569
7/7/2015,5:37:23,Legolas,Elf,Mauhúr,10,13,2,2,1,Petty-dwarf roots,Miruvor,Point 001570,Gimli,Dwarf,86.4,1570
7/7/2015,12:27:22,Gimli,Dwarf,Shagrat,14,5,2,1,2,Lembas,Miruvor,Point 001571,Gimli,Dwarf,97.81,1571
7/7/2015,7:9:36,Aragorn (Strider),Human,Guritz,2,1,2,5,8,Honey-cake,Limpë,Point 001572,Gimli,Dwarf,37.27,1572
7/7/2015,10:13:21,Boromir, Human,Sharku,10,3,2,7,7,Petty-dwarf roots,Miruvor,Point 001573,Gimli,Dwarf,12.07,1573
7/7/2015,19:12:51,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,13,5,2,4,2,Petty-dwarf roots,Limpë,Point 001574,Gimli,Dwarf,33.31,1574
7/7/2015,3:4:23,Peregrin "Pippin" Took,Hobbit,Gothmog,6,8,2,1,8,Lembas,Ent-draught,Point 001575,Gimli,Dwarf,59.45,1575
7/8/2015,12:26:42,Frodo Baggins,Hobbit,Lugdush,12,13,2,2,0,Lembas,Ent-draught,Point 001576,Frodo Baggins,Hobbit,57.75,1576
7/8/2015,16:9:28,Samwise "Sam" Gamgee,Hobbit,Guritz,7,1,2,2,1,Honey-cake,Limpë,Point 001577,Frodo Baggins,Hobbit,5.06,1577
7/8/2015,6:58:24,Gandalf the Grey,Human,Murgash,8,8,2,1,4,Petty-dwarf roots,Miruvor,Point 001578,Frodo Baggins,Hobbit,42.48,1578
7/8/2015,3:45:37,Legolas,Elf,Gothmog,13,13,2,5,4,Honey-cake,Limpë,Point 001579,Frodo Baggins,Hobbit,39.07,1579
7/8/2015,16:49:30,Gimli,Dwarf,Grishnákh,11,9,2,3,0,Petty-dwarf roots,Miruvor,Point 001580,Frodo Baggins,Hobbit,88.89,1580
7/8/2015,21:31:59,Aragorn (Strider),Human,Mauhúr,13,1,2,4,4,Petty-dwarf roots,Ent-draught,Point 001581,Frodo Baggins,Hobbit,72.92,1581
7/8/2015,15:30:19,Boromir, Human,Lugdush,12,11,2,3,7,Petty-dwarf roots,Limpë,Point 001582,Frodo Baggins,Hobbit,1.67,1582
7/8/2015,3:54:38,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,0,3,2,4,1,Honey-cake,Miruvor,Point 001583,Frodo Baggins,Hobbit,38.96,1583
7/8/2015,22:15:20,Peregrin "Pippin" Took,Hobbit,Sharku,0,7,2,3,5,Cram,Miruvor,Point 001584,Frodo Baggins,Hobbit,37.24,1584
7/9/2015,7:50:14,Frodo Baggins,Hobbit,Sharku,12,3,5,7,4,Cram,Ent-draught,Point 001585,Frodo Baggins,Hobbit,71.22,1585
7/9/2015,5:9:18,Samwise "Sam" Gamgee,Hobbit,Snaga,1,0,5,6,5,Petty-dwarf roots,Ent-draught,Point 001586,Frodo Baggins,Hobbit,81.93,1586
7/9/2015,9:4:43,Gandalf the Grey,Human,Snaga,3,11,5,3,4,Honey-cake,Ent-draught,Point 001587,Frodo Baggins,Hobbit,5.0,1587
7/9/2015,14:10:32,Legolas,Elf,Guritz,12,5,5,5,8,Petty-dwarf roots,Ent-draught,Point 001588,Frodo Baggins,Hobbit,72.87,1588
7/9/2015,14:27:53,Gimli,Dwarf,Murgash,6,9,5,2,0,Cram,Miruvor,Point 001589,Frodo Baggins,Hobbit,22.24,1589
7/9/2015,13:3:50,Aragorn (Strider),Human,Murgash,2,2,5,5,7,Cram,Limpë,Point 001590,Frodo Baggins,Hobbit,92.75,1590
7/9/2015,11:43:19,Boromir, Human,Guritz,12,13,5,1,4,Lembas,Ent-draught,Point 001591,Frodo Baggins,Hobbit,54.03,1591
7/9/2015,8:59:19,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,4,13,5,3,6,Honey-cake,Limpë,Point 001592,Frodo Baggins,Hobbit,69.37,1592
7/9/2015,7:52:41,Peregrin "Pippin" Took,Hobbit,Murgash,7,4,5,7,0,Lembas,Ent-draught,Point 001593,Frodo Baggins,Hobbit,80.57,1593
7/10/2015,21:16:32,Frodo Baggins,Hobbit,Mauhúr,9,8,5,4,3,Honey-cake,Limpë,Point 001594,Gimli,Dwarf,81.75,1594
7/10/2015,10:45:50,Samwise "Sam" Gamgee,Hobbit,Snaga,6,3,5,0,6,Cram,Ent-draught,Point 001595,Gimli,Dwarf,51.53,1595
7/10/2015,7:53:46,Gandalf the Grey,Human,Gothmog,0,2,5,4,2,Lembas,Limpë,Point 001596,Gimli,Dwarf,33.08,1596
7/10/2015,13:20:43,Legolas,Elf,Snaga,6,8,5,8,2,Cram,Ent-draught,Point 001597,Gimli,Dwarf,80.26,1597
7/10/2015,14:36:29,Gimli,Dwarf,Sharku,4,13,5,8,5,Cram,Ent-draught,Point 001598,Gimli,Dwarf,85.65,1598
7/10/2015,19:35:1,Aragorn (Strider),Human,Lurtz,4,9,5,8,3,Honey-cake,Miruvor,Point 001599,Gimli,Dwarf,99.54,1599
7/10/2015,14:22:48,Boromir, Human,Snaga,4,9,5,5,0,Cram,Miruvor,Point 001600,Gimli,Dwarf,71.54,1600
7/10/2015,11:34:33,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,12,14,5,5,7,Honey-cake,Ent-draught,Point 001601,Gimli,Dwarf,81.4,1601
7/10/2015,19:21:21,Peregrin "Pippin" Took,Hobbit,Guritz,5,11,5,6,3,Cram,Ent-draught,Point 001602,Gimli,Dwarf,60.7,1602
7/11/2015,20:46:56,Frodo Baggins,Hobbit,Murgash,7,14,3,6,8,Petty-dwarf roots,Miruvor,Point 001603,Gimli,Dwarf,53.66,1603
7/11/2015,11:19:47,Samwise "Sam" Gamgee,Hobbit,Snaga,12,3,3,8,9,Honey-cake,Ent-draught,Point 001604,Gimli,Dwarf,77.65,1604
7/11/2015,14:18:7,Gandalf the Grey,Human,Guritz,3,11,3,1,3,Cram,Miruvor,Point 001605,Gimli,Dwarf,97.57,1605
7/11/2015,12:29:34,Legolas,Elf,Grishnákh,1,13,3,2,7,Cram,Limpë,Point 001606,Gimli,Dwarf,96.2,1606
7/11/2015,17:24:55,Gimli,Dwarf,Mauhúr,14,1,3,1,9,Cram,Ent-draught,Point 001607,Gimli,Dwarf,70.09,1607
7/11/2015,21:13:59,Aragorn (Strider),Human,Sharku,2,3,3,2,3,Lembas,Miruvor,Point 001608,Gimli,Dwarf,67.29,1608
7/11/2015,13:50:27,Boromir, Human,Grishnákh,1,8,3,4,1,Lembas,Ent-draught,Point 001609,Gimli,Dwarf,22.88,1609
7/11/2015,17:10:46,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,13,6,3,0,4,Lembas,Ent-draught,Point 001610,Gimli,Dwarf,0.92,1610
7/11/2015,22:15:6,Peregrin "Pippin" Took,Hobbit,Guritz,12,9,3,2,8,Petty-dwarf roots,Limpë,Point 001611,Gimli,Dwarf,55.96,1611
7/12/2015,8:18:31,Frodo Baggins,Hobbit,Lugdush,1,11,3,5,9,Honey-cake,Limpë,Point 001612,Legolas,Elf,97.36,1612
7/12/2015,19:7:49,Samwise "Sam" Gamgee,Hobbit,Gorbag,8,2,3,4,1,Cram,Limpë,Point 001613,Legolas,Elf,91.87,1613
7/12/2015,16:10:50,Gandalf the Grey,Human,Guritz,2,10,3,4,8,Cram,Miruvor,Point 001614,Legolas,Elf,96.24,1614
7/12/2015,12:17:33,Legolas,Elf,Lurtz,1,12,3,8,6,Cram,Miruvor,Point 001615,Legolas,Elf,21.31,1615
7/12/2015,12:21:42,Gimli,Dwarf,Gorbag,12,7,3,4,7,Lembas,Ent-draught,Point 001616,Legolas,Elf,60.17,1616
7/12/2015,22:49:22,Aragorn (Strider),Human,Sharku,0,14,3,7,6,Cram,Miruvor,Point 001617,Legolas,Elf,18.82,1617
7/12/2015,22:32:53,Boromir, Human,Snaga,12,2,3,6,9,Cram,Limpë,Point 001618,Legolas,Elf,88.63,1618
7/12/2015,17:16:27,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,2,14,3,6,4,Honey-cake,Miruvor,Point 001619,Legolas,Elf,76.52,1619
7/12/2015,1:1:10,Peregrin "Pippin" Took,Hobbit,Shagrat,9,12,3,8,8,Cram,Miruvor,Point 001620,Legolas,Elf,26.78,1620
7/13/2015,10:2:35,Frodo Baggins,Hobbit,Guritz,12,4,2,5,3,Cram,Limpë,Point 001621,Gandalf the Grey,Human,80.74,1621
7/13/2015,9:6:4,Samwise "Sam" Gamgee,Hobbit,Mauhúr,3,8,2,2,1,Cram,Limpë,Point 001622,Gandalf the Grey,Human,24.32,1622
7/13/2015,10:5:55,Gandalf the Grey,Human,Gothmog,1,1,2,3,8,Petty-dwarf roots,Ent-draught,Point 001623,Gandalf the Grey,Human,17.88,1623
7/13/2015,17:1:51,Legolas,Elf,Murgash,14,6,2,4,4,Cram,Limpë,Point 001624,Gandalf the Grey,Human,46.98,1624
7/13/2015,19:24:43,Gimli,Dwarf,Guritz,4,14,2,3,6,Cram,Ent-draught,Point 001625,Gandalf the Grey,Human,27.56,1625
7/13/2015,18:48:48,Aragorn (Strider),Human,Mauhúr,1,14,2,3,5,Honey-cake,Limpë,Point 001626,Gandalf the Grey,Human,75.74,1626
7/13/2015,20:20:19,Boromir, Human,Mauhúr,6,0,2,0,5,Lembas,Limpë,Point 001627,Gandalf the Grey,Human,51.15,1627
7/13/2015,6:56:57,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,0,9,2,8,7,Cram,Limpë,Point 001628,Gandalf the Grey,Human,35.19,1628
7/13/2015,6:0:0,Peregrin "Pippin" Took,Hobbit,Shagrat,11,6,2,2,4,Petty-dwarf roots,Miruvor,Point 001629,Gandalf the Grey,Human,20.03,1629
7/14/2015,9:15:32,Frodo Baggins,Hobbit,Snaga,12,10,5,5,4,Honey-cake,Ent-draught,Point 001630,Meriadoc "Merry" Brandybuck,Hobbit,97.4,1630
7/14/2015,11:3:41,Samwise "Sam" Gamgee,Hobbit,Lugdush,2,5,5,8,8,Petty-dwarf roots,Miruvor,Point 001631,Meriadoc "Merry" Brandybuck,Hobbit,67.57,1631
7/14/2015,2:26:14,Gandalf the Grey,Human,Mauhúr,10,5,5,8,3,Honey-cake,Miruvor,Point 001632,Meriadoc "Merry" Brandybuck,Hobbit,77.65,1632
7/14/2015,13:4:20,Legolas,Elf,Lugdush,5,3,5,8,6,Cram,Miruvor,Point 001633,Meriadoc "Merry" Brandybuck,Hobbit,63.14,1633
7/14/2015,18:35:22,Gimli,Dwarf,Lugdush,1,11,5,6,4,Honey-cake,Ent-draught,Point 001634,Meriadoc "Merry" Brandybuck,Hobbit,85.07,1634
7/14/2015,21:28:17,Aragorn (Strider),Human,Guritz,5,4,5,7,2,Honey-cake,Miruvor,Point 001635,Meriadoc "Merry" Brandybuck,Hobbit,93.27,1635
7/14/2015,18:27:58,Boromir, Human,Sharku,1,1,5,8,1,Petty-dwarf roots,Ent-draught,Point 001636,Meriadoc "Merry" Brandybuck,Hobbit,99.79,1636
7/14/2015,18:38:3,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,2,13,5,3,3,Cram,Miruvor,Point 001637,Meriadoc "Merry" Brandybuck,Hobbit,85.66,1637
7/14/2015,16:53:18,Peregrin "Pippin" Took,Hobbit,Lurtz,4,14,5,2,2,Petty-dwarf roots,Miruvor,Point 001638,Meriadoc "Merry" Brandybuck,Hobbit,50.1,1638
7/15/2015,7:29:1,Frodo Baggins,Hobbit,Guritz,10,7,5,4,4,Cram,Ent-draught,Point 001639,Frodo Baggins,Hobbit,91.08,1639
7/15/2015,17:27:1,Samwise "Sam" Gamgee,Hobbit,Mauhúr,6,4,5,2,1,Lembas,Limpë,Point 001640,Frodo Baggins,Hobbit,1.08,1640
7/15/2015,5:26:34,Gandalf the Grey,Human,Grishnákh,8,12,5,4,4,Petty-dwarf roots,Ent-draught,Point 001641,Frodo Baggins,Hobbit,56.58,1641
7/15/2015,18:18:6,Legolas,Elf,Snaga,5,14,5,5,9,Honey-cake,Miruvor,Point 001642,Frodo Baggins,Hobbit,89.14,1642
7/15/2015,1:55:37,Gimli,Dwarf,Lugdush,2,9,5,8,4,Cram,Miruvor,Point 001643,Frodo Baggins,Hobbit,58.67,1643
7/15/2015,20:13:41,Aragorn (Strider),Human,Shagrat,5,2,5,1,8,Honey-cake,Ent-draught,Point 001644,Frodo Baggins,Hobbit,65.26,1644
7/15/2015,0:32:30,Boromir, Human,Sharku,4,8,5,8,6,Cram,Miruvor,Point 001645,Frodo Baggins,Hobbit,8.83,1645
7/15/2015,18:19:4,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,10,3,5,0,7,Petty-dwarf roots,Limpë,Point 001646,Frodo Baggins,Hobbit,26.91,1646
7/15/2015,14:2:12,Peregrin "Pippin" Took,Hobbit,Lugdush,7,4,5,3,0,Petty-dwarf roots,Miruvor,Point 001647,Frodo Baggins,Hobbit,98.55,1647
7/16/2015,12:20:23,Frodo Baggins,Hobbit,Murgash,3,11,2,0,4,Cram,Miruvor,Point 001648,Boromir, Human,20.35,1648
7/16/2015,17:39:23,Samwise "Sam" Gamgee,Hobbit,Guritz,5,14,2,8,5,Cram,Miruvor,Point 001649,Boromir, Human,61.89,1649
7/16/2015,10:14:17,Gandalf the Grey,Human,Mauhúr,0,7,2,1,6,Petty-dwarf roots,Limpë,Point 001650,Boromir, Human,46.28,1650
7/16/2015,7:37:47,Legolas,Elf,Lugdush,7,8,2,0,3,Petty-dwarf roots,Ent-draught,Point 001651,Boromir, Human,6.24,1651
7/16/2015,13:25:33,Gimli,Dwarf,Snaga,7,5,2,3,8,Honey-cake,Ent-draught,Point 001652,Boromir, Human,41.51,1652
7/16/2015,10:7:8,Aragorn (Strider),Human,Lurtz,8,9,2,4,6,Petty-dwarf roots,Miruvor,Point 001653,Boromir, Human,93.68,1653
7/16/2015,13:40:10,Boromir, Human,Murgash,9,6,2,5,1,Honey-cake,Miruvor,Point 001654,Boromir, Human,36.52,1654
7/16/2015,16:8:54,Meriadoc "Merry" Brandybuck,Hobbit,Gothmog,9,6,2,7,1,Lembas,Limpë,Point 001655,Boromir, Human,48.32,1655
7/16/2015,18:1:21,Peregrin "Pippin" Took,Hobbit,Gothmog,6,8,2,5,1,Honey-cake,Ent-draught,Point 001656,Boromir, Human,74.61,1656
7/17/2015,18:23:53,Frodo Baggins,Hobbit,Sharku,11,3,5,0,6,Petty-dwarf roots,Ent-draught,Point 001657,Legolas,Elf,15.91,1657
7/17/2015,4:19:6,Samwise "Sam" Gamgee,Hobbit,Snaga,1,1,5,1,9,Cram,Ent-draught,Point 001658,Legolas,Elf,18.17,1658
7/17/2015,5:32:14,Gandalf the Grey,Human,Grishnákh,14,4,5,7,5,Cram,Limpë,Point 001659,Legolas,Elf,30.6,1659
7/17/2015,12:35:7,Legolas,Elf,Shagrat,1,12,5,3,3,Lembas,Ent-draught,Point 001660,Legolas,Elf,19.2,1660
7/17/2015,0:33:55,Gimli,Dwarf,Guritz,1,11,5,8,7,Petty-dwarf roots,Miruvor,Point 001661,Legolas,Elf,25.6,1661
7/17/2015,18:0:53,Aragorn (Strider),Human,Lugdush,0,2,5,0,5,Honey-cake,Limpë,Point 001662,Legolas,Elf,89.28,1662
7/17/2015,11:28:51,Boromir, Human,Mauhúr,6,2,5,7,9,Honey-cake,Miruvor,Point 001663,Legolas,Elf,95.82,1663
7/17/2015,15:58:42,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,8,1,5,3,5,Lembas,Ent-draught,Point 001664,Legolas,Elf,98.22,1664
7/17/2015,1:58:16,Peregrin "Pippin" Took,Hobbit,Gothmog,2,6,5,6,2,Petty-dwarf roots,Limpë,Point 001665,Legolas,Elf,37.98,1665
7/18/2015,20:30:25,Frodo Baggins,Hobbit,Guritz,0,11,3,4,0,Cram,Ent-draught,Point 001666,Samwise "Sam" Gamgee,Hobbit,59.39,1666
